id,original,edit,meanGrade,pred
6867,U2 <music/> video featuring Donald Trump and KKK imagery gets mixed reaction,home,1.0,0.567772
517,"France Gall , French <singer/> who shot to fame in 1960s , dies",bread,1.0,0.695596
13161,Trump lawyer Michael Cohen appears in court with porn star Stormy Daniels <watching/> ,laughing,1.0,1.135965
12263,Trump to <Make/> Tax Speech Wednesday,bungle,1.0,0.929644
14266," <Trump/> to McConnell : ' Mitch , go nuclear '",pumpkin,1.0,0.5087
1440,Praljak : Bosnian Croat war criminal dies after taking <poison/> in court,milk,1.0,0.975898
168,Can Trump Claim Credit for a Waning <Islamic State/> ?,Tide,1.0,0.989763
4742,"Russia has until Saturday to close 3 U.S. diplomatic <offices/> , State Dept says",purses,1.0,0.589076
11332,Officials : US to ask Cuba to cut embassy <staff/> by 60 percent,pies,1.0,1.021019
10177,Democrats on House panel urge Equifax to extend <protections/> ,credit,1.0,0.686092
10732,"Black Lives Matter Infiltrates Public Schools with Globalism , <Diversity/> , ‘ Queer-Affirming , ’ Common Core",Polka,1.0,0.840648
4884,California is the first state to require solar panels on new <homes/> . Here 's why Big Brother is on to something,doghouses,1.0,0.706859
11327,"Trump Is Ready for Tax Cuts , but His Treasury <Department/> Is n’t",Chest,1.0,0.782872
2103,"Saudi Crown Prince Mohammed bin Salman says <women/> are ' absolutely ' equal to men , continues modernization push",slaves,1.0,1.059384
12746,What every major <health/> group has said about Graham-Cassidy,rock,1.0,0.67837
11805,John Kelly must <go/> ,dance,1.0,1.264372
7702,Reps. Todd Rokita and Ralph Norman Co-Sponsor Bill to End U.S. <Education/> Department,bill,1.0,0.516642
6168,"Just One GOP Senator <Voted/> To Block Legislation Cutting Social Security , Medicare And Medicaid",dreamed,1.0,0.456173
1595,NRA 's Role In Connecting Trump Campaign With Russians Is Under Senate <Investigation/> ,Mattress,1.0,0.906001
14623,Mueller 's team has been getting a lot more aggressive with how it approaches potentially hostile <witnesses/> ,hounds,1.0,0.978017
4735,Chief Trump impersonator <Alec Baldwin/> says new ' SNL ' episode will be ' big ',pumpkin,1.0,1.074716
1429,Why Evangelicals Are Speaking Out Against <Betsy DeVos/> ,Televisions,1.0,0.832113
3440,Here 's what primary care <doctors/> really think about Obamacare,children,1.0,0.742316
12694,WHO calls for elimination of trans <fat/> by 2023,gender,1.0,0.926765
11203,Rubio calls for congressional investigation of nursing <home/> ,mothers,1.0,0.739666
13963,Russians talk humiliating defeat by US <forces/> in reportedly leaked audio,clowns,1.0,1.393176
14853,Toxic <waste/> sites flooded ; EPA not on scene,republican,1.0,0.53817
4703,Trump 's Russia scandal <threatens/> GOP agenda,strengthens,1.0,0.479977
11758,WHO calls for <elimination/> of trans fat by 2023,Monetization,1.0,0.756033
3082,Norway 's Liberal Party seeks to join <government/> ,fraternity,1.0,1.004628
8290,"Turkey Referendum : Erdogan Declares Victory , Handed Sweeping <Powers/> ",duties,1.0,0.982639
9478,Report : The FBI is using the explosive Trump-Russia <dossier/> as a ' roadmap ' for its investigation,diarrhea,1.0,1.076691
11269,' Stop <interrupting/> ' : Spicer argues with a reporter after saying Trump ’s former campaign manager played a ' limited role ',breathing,1.0,0.852494
10212,"Trump speaks on Scalise shooting , calling for unity and <working/> together for the common good",singing,1.0,0.893606
5937,The ugly truth behind Saudi Arabia 's love for <Melania Trump/> ,cupcakes,1.0,1.262992
8196,"Woman caught shaving <legs/> at public pool in Florida , sparks outrage",baby,1.0,1.428706
6504,Brexit queues : Turkey warns of <traffic/> chaos at borders as UK faces same trade rules,fangirl,1.0,1.234042
12367, <Fix/> Is In : House Committee on ‘ Russian Hacking ’ Includes Only DNC-Hired Tech Experts,party,1.0,0.526989
14367,Donald Trump helps Stephen Colbert become most-watched late-night talk show <host/> ,potato,1.0,0.984038
6738,Jeff Sessions wants to bring back a 35-year-old anti-drug <motto/> ,pill,1.0,0.824821
6544,Republicans secured Jeff Flake ’s vote on the <tax/> bill with a vague agreement to work on DACA,axe,1.0,0.659391
1471,"After GOP <Health/> Failure , Next Battle Could Shut Down Government",heart,1.0,0.782572
1190,Contradictions add up during Trump 's <Saudi/> visit,zoo,1.0,1.003325
3488,President Trump is running an empty <government/> ,bowel,1.0,1.297156
6696,Big corporate <tax/> cut creating winners and losers as lawmakers try for reform,Hair,1.0,1.794105
4740,Trump responds to Barcelona attack by reviving debunked myth | <World/> news,Idiot,1.0,0.686121
7092,Credit Suisse Bans Trading in Some Venezuela <Debt/> as political and economic crisis intensifies,muffins,1.0,0.737726
4921,Syria Strike Puts Lockheed Martin 's Stealthy New <Missile/> to Test,slingshot,1.0,0.842005
548,Tillerson Set To <Chair/> UN Meeting on NK as U.S. Warships Head to Korean Peninsula,Insult,1.0,0.592348
8111,Saudi Billionaires Look to <Move/> Funds to Escape Asset Freeze,thaw,1.0,0.604737
10819,Flynn has promised Special Counsel ' full <cooperation/> ' in Russia probe : Source,denial,1.0,0.69697
6137,Volkswagen Emissions <Fraud/> May Affect Mortality Rate in Europe,Odor,1.0,0.704048
10777,Trump EPA Moves to Relax Obama-Era Auto Industry <Emission/> Standards,concussion,1.0,0.719407
7902,Uncertainty in the White House as more <staff/> shake-ups loom,beer,1.0,1.203454
4259,Is Trump 's Tweet Transgender <Ban/> Legal ? Maybe Not,Bender,1.0,1.35311
6315,Report : the Trump administration is planning to <tweak/> its travel ban — but maybe not enough,Enjoy,1.0,0.76463
13048,North Korean <man/> begs China not to deport wife and young son,chicken,1.0,0.767735
11473,Trump ’s “ frenemy of the <week/> ” campaign is starting to backfire : Which Republican will he try to humiliate next ?,minute,1.0,0.830127
5261,Lindsey Graham : <House/> Health Care Bill Is ' Mortally Wounded ',penguin,1.0,0.787791
7770,What 's in the House tax bill for <people/> ,shrubbery,1.0,0.880855
3026,Spain : Catalonia 's new parliament to <convene/> Jan. 17,juggle,1.0,0.741582
9378,Boy Scouts Earn ' Listen To Trump Whine For An <Hour/> ' Merit Badge,Eon,1.0,0.873585
11712,Turkey 's electoral board will <evaluate/> complaints on referendum on Wednesday : NTV,remove,1.0,0.416179
7958,Trump ’s Calls to <Lock/> Up Clinton Should Make Us Shudder,tie,1.0,1.149182
4133,The Trump administration just cranked up <pressure/> on North Korea,heating,1.0,0.992903
7247,One family fought the <system/> and stopped Donald Trump 's first venture in India,rancor,1.0,0.838572
14870,Czech zoo saws horns off rhinos to ward off <poachers/> ,hexes,1.0,0.988511
12024,"Transcript : Sen. Bernie Sanders on "" Face the <Nation/> , "" June 18 , 2017",barber,1.0,1.117726
13605,Three <journalists/> leaving CNN after retracted article,cyborgs,1.0,1.135927
2752,Beware the Trump <brain/> rot : The cognitive effects of this administration ’s actions could be disastrous,toupees,1.0,1.34531
1531,Trump : Russia story is ' FAKE <NEWS/> and everyone knows it ! ',breasts,1.0,1.11111
10137,"S &amp; amp ; amp ;P downgrades China 's rating , citing increasing economic , financial <risks/> ",cats,1.0,0.529733
6627,Trump nominee Nikki Haley set to show skepticism about <value/> of U.N.,existence,1.0,0.513374
9792,Did James Comey Lie About Interference In The <Russia/> Investigation,cereal,1.0,1.009508
1237,White <House/> pushes preliminary NAFTA deal in Peru next week : Bloomberg,lion,1.0,0.60344
11584,Now Joe Arpaio wants to <run/> for Jeff Flake ’s Senate seat,dance,1.0,1.327102
8742,Why Is n’t Gina Haspel Coming Clean About <Torture/> ?,texting,1.0,1.002838
155,Trump <travel/> ban blocked by Va.-based federal appeals court,eating,1.0,1.159139
6722,CA Poll : Plurality Disapprove of Pelosi <Job/> Performance,tap,1.0,0.602662
13116,Hundreds of thousands of <workers/> could lose their jobs if Senate health bill passes,clowns,1.0,1.336388
816,Turkey 's electoral board will <evaluate/> complaints on referendum on Wednesday : NTV,ignore,1.0,0.460662
2170,Private prison demands New Mexico and feds find 300 more prisoners in 60 days or it will <close/> ,implode,1.0,0.913098
10929,Trump is preparing his biggest <crackdown/> on China ’s economy yet,joke,1.0,1.091212
10405,Republican Report Accidentally Proves Trump <Lied/> About Voter Fraud,Forgot,1.0,0.853596
5405,"My travels in white America – a land of anxiety , division and pockets of <pain/> ",pita,1.0,1.048274
6624,U.S. <stocks/> rebound after a day of volatile trading,basketballs,0.9,0.682412
8869,Turkey 's president : <Trump/> told me he 's ' sorry ' about violence involving Turkish bodyguards in DC,Camel,0.8,0.622589
8840,Trump anti-leak drive nets first guilty <pleas/> ,ants,0.8,0.953108
11741,Trump adviser dodges question about the president 's ' drunk/drugged up loser ' <tweet/> ,sweatshirt,0.8,1.358379
4200,Net neutrality : ' Dead <people/> ' signing FCC consultation,fish,0.8,0.708812
12420,UK police stop passing Manchester bombing information to US over <leaks/> ,shrugging,0.8,0.805951
8893,"France Gall , French <singer/> who shot to fame in 1960s , dies",poodle,0.8,0.886444
6873,"Trump planning to reverse <Cuba/> policy , sources say",toothbrushing,0.8,1.160579
176,Comey hints that there are ' facts ' we do n't yet know about why Jeff Sessions recused himself from the <Russia/> probe,ultrasound,0.8,0.79037
8939,"Trump 's nicknames for <rivals/> , from ' Rocket Man ' to ' Pocahontas '",suitors,0.8,0.896333
3171,Should President Trump tie Harvey relief to authorization and funding of The <Wall/> ?,lasagna,0.8,1.119882
653,Trump nominee Nikki Haley set to show skepticism about <value/> of U.N.,eyeshadow,0.8,1.368767
10658,White House says Trump believes in a ' free-floating ' <currency/> ,barge,0.8,0.982721
6170,We ca n’t let Trump go down <Putin/> ’s path,rabbit,0.8,1.074046
11971,Trump on deal to <protect/> ‘ Dreamer ’ immigrants : ‘ NO MORE ’,destroy,0.8,0.488981
8089,"“ Trump ’s <problem/> child ” : Mark Levin , Alex Jones rage against Ivanka after her “ uncomfortable embrace of refugees ”",chubby,0.8,1.252699
2651,Tim Cook finally reveals what he and President Trump <talked/> about behind closed doors last month,giggled,0.8,1.174377
12788,How Much Does the NRA Spend on Lobbying ? Gun Group Had Record <Year/> in 2017,party,0.8,0.661886
11084,The Latest : Trump lauds deal on GOP <tax/> cuts,cold,0.8,0.774523
5717,"Eyeing an election , Austria 's far-right <Freedom Party/> commits to EU",gecko,0.8,1.033039
3771,Trump ' unfit ' : Why did USA TODAY editorial board <torch/> Trump ?,hug,0.8,1.058514
12862,Trump slashing Obamacare <advertising/> by 90 %,socks,0.8,0.949361
14929,3rd woman sues <Donald Trump/> over nondisclosure agreement,deity,0.8,0.672959
10381,Giuliani offers new <explanation/> of Comey firing,lie,0.8,0.453166
6185,Global airline industry 's mighty Arab conquerors can only look on in <despair/> as their works crumble .,horror,0.8,0.700487
12491,"The right wing 's 40-year attack on <unions/> is coming to the Supreme Court , and this time it could win",onions,0.8,0.765322
10393, <Baldwin/> returns as Trump in ' SNL ' parody of ' Fox and Friends ',gorilla,0.8,0.9282
11169,More Than 100 <Inauguration Day/> Protesters Indicted on Rioting Charges,manatee,0.8,0.657019
9158,Jeff Sessions : any suggestion I colluded with <Russians/> an ' appalling and detestable lie ',Democrats,0.8,0.815994
5884,Obama <proves/> himself as a kind Politician .,touts,0.8,0.883644
9168,Bearing Arms editor Bob Owens dead from apparent self-inflected gunshot <wound/> ,irony,0.8,0.706883
11854,"Koch Industries spent part of $ 3.1 million to help confirm Scott Pruitt as <head/> of the EPA , filings show",Butt,0.8,1.214114
7466,Watch now : Obama delivers first public <remarks/> of post-presidency,pizzas,0.8,1.019035
9932, <Affirmative Action/> : Now More Than Ever,Hunger,0.8,0.571449
10289,White House Rejects FBI 's Denial Of Trump 's <Wiretapping/> Claims,groping,0.8,1.407928
8966,Omarosa on ' Big Brother ' : U.S. wo n't be ' OK ' under <Trump/> ,me,0.8,0.823133
8396,"Comey Accuses White House Of ' <Lies/> , Plain And Simple '",smells,0.8,1.163564
2578,Bogus ' Bowling Green Massacre ' Claim Snarls Trump <Adviser/> Conway,scapegoat,0.8,0.510641
6156,White <people/> should be more afraid of other whites than they are of people of color,bears,0.8,0.974825
11351,"Mueller impanels grand <jury/> in Russia probe , WSJ reports",mother,0.8,0.907781
7728,La . Governor Sued Over State 's Alleged Failure To Provide <Lawyers/> To Poor Defendants,air,0.8,0.892752
17,"Eyeing an election , Austria 's far-right Freedom Party <commits/> to EU",flirts,0.8,0.835982
541,A new study says <Mexico/> is more dangerous than active war zones — here 's why that 's not true,daycare,0.8,1.033705
199,White House <denies/> ' egregious ' budget accounting error,applauds,0.8,0.398081
5895,Australia Considers Emergency <Visas/> for White South African Farmers,Tractors,0.8,0.88919
2542,WSJ : Trump 's top national <security/> adviser is being investigated for his communications with Russia,bagel,0.8,0.916884
14553,Infowars peddled stories from a Russian <propaganda/> outlet for years,delicatessen,0.8,0.894915
4018,GOP Senator Wants <Investigation/> Of Kushner Family China Deal,cut,0.8,0.787724
5438,"Italy <Arrests/> Suspects Who Tried Cyberspying Draghi , Renzi",praises,0.8,0.626947
8618,GOP stalwart Steve Forbes blasts Republicans on ' crazy ' <border/> tax 's $ 1 trillion cost to consumers,dynamite,0.8,1.046653
13075,"CNN : Trump ’s Wrestling <Meme/> May Be Racist , Antisemitic",appearance,0.8,1.027995
8487,Trump speaks at RNC meeting at Trump <Hotel/> ,motel,0.8,0.879295
1366,Can LGBT rights and religious rights coexist ? Kim Davis-like case tests the <waters/> ,insanity,0.8,0.72568
5664,Why A <Pill/> That 's 4 Cents In Tanzania Costs Up To $ 400 In The U.S.,hotdog,0.8,1.04629
4636,Kellyanne Conway is blaming Biden and <Hillary/> for opioid epidemic,feet,0.8,0.766855
14354,The <battles/> ahead : Meet the biggest opponents of single-payer,bottles,0.8,0.455797
6977,Tourist faces death penalty for bringing <husband/> 's pain pills to Egypt,mummy,0.8,0.868309
6353,Poll Shows Most Doubt Trump 's Respect for <Institutions/> ,Others,0.8,0.836131
13501,German anti-Muslim AfD party <politician/> converts to Islam,kitten,0.8,0.687918
4258,"Air Force drop non-nuclear 30ft "" mother of all <bombs/> "" on Afghanistan - never before used in warfare",children,0.8,0.980232
3196,Reactions around the world to Paradise <Papers/> ,Perverts,0.8,0.836473
2579,Gillespie Victory In <Virginia/> Would Vindicate Trump MAGA Agenda,swamp,0.8,0.794371
9215,Donald Trump : Democrats Want Government Shutdown for <Christmas/> ,date,0.8,1.3567
8496,"Ben Carson , <outsider/> with no government experience , confirmed to lead HUD - The Washington Post",clown,0.8,1.299854
8829,"In long-feared twist , online leak <rattles/> French campaign",saves,0.8,0.456098
10942,"Escalating tension has experts simulating a new Korean <War/> , and the scenarios are sobering",comedy,0.8,1.093524
3199,Trump 's proposed federal budget will <slash/> climate change – related NASA missions,enhance,0.8,0.471531
326,James Comey left a paper <trail/> : Memo reportedly reveals Trump asked FBI to end Flynn investigation,duck,0.8,0.898265
2593,Krauthammer : Putin a ' very good <liar/> ',puppy,0.8,1.146099
1105,Millions of Americans ca n't <feel/> the stock market boom,hear,0.8,0.677592
790,FBI director : <Public/> should know of agenda-driven fake news,models,0.8,0.685432
12859,We ca n’t let Trump go down Putin ’s <path/> ,rabbithole,0.8,1.369626
10627, <Putin/> avoids criticizing Trump climate decision,Shark,0.8,0.583662
7993,Ben Carson Said Trans <People/> In Homeless Shelters Make Others ' Not Comfortable ',camels,0.8,0.981662
5632,Zuckerberg and Sandberg will reportedly stay quiet on Cambridge Analytica until after <audit/> ,funeral,0.8,0.597379
7379,House Intel Republicans Have Cleared Trump . So Are The <Russia/> Investigations Over ?,Pee,0.8,1.145513
10799,Trump 's <lawyers/> are ' anxious ' for a ruling in Manafort 's case as they gear up to take on Mueller,dogs,0.8,1.100279
13362,"Family flees <violence/> in Myanmar , only to find death at sea",kitten,0.8,0.764148
10366,Satan 2 : Russia test fires ballistic missile that could <wipe/> out entire countries,stress,0.8,0.690891
14831,The Fake <Journalists/> Who Help Sean Spicer Spin the News,superheros,0.8,1.210378
13110,G20 public finance for fossil <fuels/> ' is four times more than renewables ',bones,0.8,0.46013
13665,Deported <veteran/> speaks out before becoming US citizen,politician,0.8,0.457125
385,"As a Black veteran , I always stand for the flag . But I understand why some NFL <players/> do n’t .",clowns,0.8,1.189452
13713,The Latest : Trump says decision mutual to nix Mexico <meeting/> ,Wall,0.8,0.750761
1364,Trump 's proposed federal <budget/> will slash climate change – related NASA missions,rapier,0.8,0.603014
897,Tourist faces death <penalty/> for bringing husband 's pain pills to Egypt,stare,0.8,0.70318
8274,Leigh Corfman on her encounter with <Roy Moore/> at age 14,Aliens,0.8,0.934284
2780,Sean Spicer defends inauguration claim : ' Sometimes we can disagree with <facts/> ',ourselves,0.8,0.808061
4853,Trump lawyer tells porn <star/> ' cease and desist ' after interview : Fox,monkey,0.8,1.341714
8989,Reince Priebus <Pushed/> Out After Rocky Tenure as Chief of Staff,Passed,0.8,1.174688
3252,Gunman Killed After Mass <Shooting/> at San Diego Pool Party,diving,0.8,0.561046
5270,"Trump only cares about ' specific <deficits/> in specific industries , ' says former IMF chief economist",soaps,0.8,1.078165
13374,"A Bitcoin Hedge Fund ’s <Return/> : 25,004 % ( That Was n’t a Typo )",Dream,0.8,0.691038
14500,German anti-Muslim AfD party politician converts to <Islam/> ,hexadecimal,0.8,0.787263
8002,The battles ahead : <Meet/> the biggest opponents of single-payer,stone,0.8,0.358745
2509,"Canada to legalize recreational <marijuana/> in 2018 , official says",fishing,0.8,1.030467
12688,Justice Neil Gorsuch Votes 100 Percent Of The Time With Most Conservative <Colleague/> ,groundhog,0.8,0.874229
10375,Report : Open Borders Advocate George Clooney Moving Family Back to Trump 's America for ' <Security/> Reasons,barbecue,0.8,1.175295
2733,Trump got an important question on Obamacare . He totally <dodged/> it .,ate,0.8,1.204954
14121,The <Trump/> administration is using Obamacare marketing dollars to attack Obamacare,pumpkin,0.8,0.599453
11310,"After GOP Health <Failure/> , Next Battle Could Shut Down Government",checkup,0.8,0.807936
4916,The Latest : Manafort meets with <Senate/> officials on Russia :,suspicious,0.8,0.680822
9446,Trump does n't want you knowing the benefits of <regulations/> far outweigh the costs,exercising,0.8,1.151082
12352,Obama proves himself as a kind <Politician/> .,Confectioner,0.8,1.14467
5709,"Trump 's CIA pick is career <spymaster/> , oversaw secret prison",whiner,0.8,0.830613
8445,Democratic mayors pull out of White House <visit/> over ' sanctuary cities ' action,cleaning,0.8,0.563694
6638,GOPer : Schiff hopes he 'll <benefit/> from Trump 's attack,die,0.8,0.865161
2334,Trump 's proposed federal budget will <slash/> climate change – related NASA missions,mock,0.8,0.630661
9004,Hacker who harassed leaders from CIA and FBI is sentenced to 5 <years/> in prison,eons,0.8,0.844753
1798,Top Trump Aide Says <Ethics/> Filings Discourage Potential Government Employees,Fingernail,0.8,1.013127
9347,CNN pays <man/> to call President Trump the ‘ Martin Luther King of health care ’,bear,0.8,0.61902
6271,Sierra Leone just became the first country in the world to let its citizens <vote/> using blockchain,Bake,0.8,1.267918
8268,"Paul Ryan caught on hot mike - "" Waste of my fucking <time/> """,pickles,0.8,1.008143
12969,"Antonio Villaraigosa left the mayor 's office ' with no job , no house , no car . ' Here 's how he made <millions/> since then",balls,0.8,1.018156
14895,Mattis says <Korea/> talks ca n’t distract from denuclearization,popcorn,0.8,0.918012
11346,Report : The FBI is using the explosive Trump-Russia dossier as a ' roadmap ' for its <investigation/> ,vacation,0.8,0.665445
14683,Montana Rep.-elect Gianforte apologizes to <reporter/> for assault,elephant,0.8,1.103813
6827, <Court/> hands DACA recipients another victory,President,0.8,0.696529
3610,AT&amp;T released a memo explaining its deal with Trump lawyer Michael Cohen . <Read/> it here,Heckle,0.8,1.019325
2269,A call to arms for tech companies : Get <extremists/> off your platforms,users,0.8,0.779579
12412,The Trump administration is using Obamacare marketing <dollars/> to attack Obamacare,drones,0.8,0.634997
3244,Devin Nunes Asks <Jeff Sessions/> What He 's Doing About FBI Violations of FISA Protocols,lamp,0.8,0.729531
3628,The High Price of <Failing/> America 's Costliest Patients,killing,0.8,0.450766
7108,Portugal wildfires : Death toll at 57 ; many killed in <cars/> ,muffins,0.8,0.983609
7074,China Tells Trump ' This is Not How a U.S. President Should Behave ' After North Korea <Tweet/> ,comedy,0.8,0.879794
8657,Schwarzenegger launches new effort to counter Trump on <climate/> ,skating,0.8,1.217983
11461,Congress Achieves the Impossible on <Tax/> Reform,toilet,0.8,1.119866
8250,President Obama served as White House staffer 's <groomsman/> at Florida wedding hours after farewell party,minister,0.8,0.731991
8490, <Tommy Robinson/> arrested for ' breaching the peace ' outside court during grooming trial,Barber,0.8,1.009866
11207,Pelosi Strikes Back : ' I Think I 'm Worth the <Trouble/> ',Gorilla,0.8,0.99024
9992,White House pushes preliminary NAFTA <deal/> in Peru next week : Bloomberg,drugs,0.8,0.68342
7891,Vermont Legislature becomes first in U.S. to legalize <marijuana/> for recreational use,bananas,0.8,1.248593
14197,Spain : Catalonia 's new parliament to <convene/> Jan. 17,bullfight,0.8,1.231041
236,Trump : Moore should <concede/> ,dance,0.8,1.281032
9576,North Korea ' Very Far Along ' In <Developing/> New Ballistic Missile,Eating,0.8,0.692606
13634,Lawless waters test Southeast Asian nations in fight against <Islamic State/> ,Trump,0.8,0.540343
14566,Time crystals : New form of matter once thought to break laws of physics created by <scientists/> ,toddler,0.8,0.945004
1918,US Nobel laureate fears US politics could undermine <science/> ,logic,0.8,0.739974
5047,Inter-Shi ' ite tension mounts in Baghdad after <clashes/> - six killed,hoedown,0.8,0.700307
553,Primary for Virginia <Governor/> Tests Power of an Anti-Trump Campaign,yodeler,0.8,0.66178
12286,"Ben Carson , outsider with no <government/> experience , confirmed to lead HUD - The Washington Post",drinking,0.8,1.299767
4344,CNN pays man to call President Trump the ‘ <Martin Luther King/> of health care ’,moron,0.8,0.917405
4167,Why Evangelicals Are Speaking Out Against <Betsy DeVos/> ,children,0.8,0.77588
11157,How the Republicans rigged Congress — new <documents/> reveal an untold story,cartoons,0.8,0.779951
13800, <Syria/> Strike Puts Lockheed Martin 's Stealthy New Missile to Test,Republican,0.8,0.430838
14891,Republicans secured Jeff Flake ’s vote on the <tax/> bill with a vague agreement to work on DACA,impeachment,0.8,0.69082
11617,"North Korea : Every path for regime change would be ' a catastrophe ' , says undercover <reporter/> ",porcupine,0.8,0.852061
3564,How the Republicans rigged <Congress/> — new documents reveal an untold story,explosives,0.8,0.786224
10582,Election analysts move Ryan <seat/> toward Dems after his retirement,hammock,0.8,1.003774
2976,Trump ’s Conspicuous <Silence/> Leaves a Struggle Against Russia Without a Leader .,Kidnapping,0.8,1.398775
6981,Hacker who harassed leaders from CIA and FBI is sentenced to 5 <years/> in prison,days,0.8,0.732374
9412,Why a Facebook <warrant/> could signal a turning point in Mueller 's investigation,group,0.8,0.753377
8733,Supreme <court/> narrows protections for whistleblowers,wizard,0.8,0.773123
7301,Who Takes Part In <Protests/> ? Study Reveals Why Middle Classes More Likely To Rebel Than Poor,Scrabble,0.8,0.959314
3272,"South Korea confirms peace treaty <negotiations/> with US , North Korea",storylines,0.8,0.74466
6726,Tillerson breaks protocol by meeting Turkey 's Erdogan without <translator/> ,stuffing,0.8,1.595925
5723,2020 Census Will Continue To Count <Prisoners/> Where They Are Incarcerated,pets,0.8,0.717396
10805,"U.S. will change course on <climate/> policy , says former EPA transition head",primate,0.8,1.083046
525,Leigh Corfman on her <encounter/> with Roy Moore at age 14,marriage,0.8,0.846504
8841,Why Elizabeth Warren is no longer the darling of the <left/> ,tribes,0.8,0.66539
10345,China to Stop Production of 553 Vehicle Models Over <Fuel/> Use,radio,0.8,0.507168
62,"Trump again <undercuts/> his secretary of State , dashing potential progress on North Korea",murders,0.8,0.749975
14114, <Michael Cohen/> payments : How Trump win led to ' crushing it ',Hush,0.8,0.801768
11667,Pence Creates His Own VP <Club/> With Biden and Cheney,dance,0.8,1.176071
12377,A plan to tax US imports has better odds of becoming law than many <people/> think,gamblers,0.8,0.736829
9919,Trump 's Russia scandal threatens GOP <agenda/> ,sweating,0.8,1.039075
8219,Essential California : An <earthquake/> coming to a neighborhood near you,celebrity,0.8,0.878672
13866,American dream ? The dark history of ' America <first/> ',insomnia,0.8,0.609535
13360,"After GOP Health Failure , Next Battle Could Shut Down <Government/> ",lungs,0.8,0.673304
5730,Trump : We 're taking on the tangled web of special <interests/> to lower drug prices,spiders,0.8,1.024263
11040,Pompeo <dines/> with Kim aide to save Trump 's North Korean summit,sings,0.8,0.744197
6824,CNN files lawsuit seeking Comey 's Trump <memos/> ,shower,0.8,1.518537
10086,Trump <raises/> Cyber Command status : statement,confuses,0.8,0.621528
14099,Utah ’s Orrin Hatch Could <Face/> Democratic Challenger,smell,0.8,1.041384
10261,"Washington <Loves/> General McMaster , But Trump Does n't",sexualizes,0.8,1.240248
691,"No , Hillary Clinton did not "" give Russia 20 percent of the <uranium/> ” in the US",waste,0.8,0.807603
2617,"Following <backlash/> , US clarifies UN vote on "" death penalty for gays """,dancing,0.8,0.856695
9840,Quebec ’s legislators last week unanimously passed a resolution calling for shopkeepers to stop saying “ Bonjour hi ” when they greet <customers/> ,puppies,0.8,1.167772
13432,More Than 100 Inauguration Day Protesters Indicted on Rioting <Charges/> ,ants,0.8,0.794686
9103,It Looks Like Donald Trump Made Up A <Friend/> ,Law,0.8,0.951182
3179,"Democrats hesitant on Trump <impeachment/> , even if there 's "" evidence """,psoriasis,0.8,1.184275
10172,"White House says Trump 's legal team supports a second special counsel to <probe/> FBI , DOJ",eat,0.8,1.08862
8304,Couple ' live streamed sexual abuse of a five-year-old <girl/> to a paedophile ' in California,donut,0.8,1.032933
7308,Is There <Method/> in Donald Trump ’s Madness ?,felonies,0.8,0.704811
14217,Special counsel is named to take over <investigation/> of Russia and Trump associates .,payoff,0.8,0.62501
9352,"Big Oil May Finally Get to <Drill/> in the Arctic , But Is It Worth It ?",Swim,0.8,1.003833
4440,Flynn has promised Special Counsel ' full <cooperation/> ' in Russia probe : Source,monty,0.8,1.076108
6713,"Krauthammer Predicts Comey Hearing Will Be ‘ a <Bust/> ’ - ‘ If It Were Obstruction , Then He Is Indicting Himself",party,0.8,0.950693
13236,U.S. pressure delays Israel 's ' Greater <Jerusalem/> ' bill : legislator,sandwich,0.8,0.868546
5762,Brexit and Scotland : ‘ Indyref2 ’ Appears Likely as UK <Divorce/> From EU Looms,headache,0.8,0.691642
7975,Bitcoin is plummeting as rumors of a Binance <hack/> swirl,party,0.8,0.902192
9887,This is the biggest pure giveaway to the rich in the Republican <health/> bill,illness,0.8,0.811051
8376,Former Trump campaign manager offered to give Russian <billionaire/> linked to Kremlin ‘ private briefings ’ on election campaign,frog,0.8,0.802438
14820,Trump faceoff with China exposes GOP <weakness/> in rural US,Madame,0.8,1.196805
8737,Why Elizabeth Warren is no longer the <darling/> of the left,abomination,0.8,0.784122
1970, <Trump/> Product Endorsements Drive Consumers ... Away,Funny,0.8,0.840679
85,"Former top Trump aide Flynn paid over $ 30,000 by Russian TV , top House Dem <says/> ",mimes,0.8,0.970597
7284,China Learns How to Get Trump 's <Ear/> : Through Jared Kushner,dinner,0.8,1.32006
12763,French minister says U.S. energy secretary has not signaled <climate/> backpedalling,unicycle,0.8,1.057404
5640,Theresa May to urge Trump to <avoid/> London protests during UK visit,join,0.8,0.588615
2998,"Taylor <Impresses/> Trump for Fed Chairman , Warsh Slips",Peekaboos,0.8,1.039436
4888,"Unauthorized and Sick , Some Illegal Immigrants Steer Clear of Medical <Care/> ",School,0.8,0.732158
4485,Donald Trump 's sexist attack on MSNBC <host/> criticised by leading Republicans and Democrats,logo,0.8,0.721723
11569,Private prison demands New Mexico and feds find 300 more <prisoners/> in 60 days or it will close,cumberbunds,0.8,1.03495
13347,Stormy Daniels ' lawsuit delayed as judge warns of possible <Michael Cohen/> indictment,stripper,0.8,1.261513
466,"Devout Christian <volunteer/> charged with killing wife and daughters , 7 and 8",demon,0.8,0.742607
13547,Tillerson ’s ‘ FOIA surge ’ extended in another blow to <morale/> ,nose,0.8,0.628176
2989,Why Trump 's next big <policy/> reversal could be on the TPP,body,0.8,0.749388
